label	message	length	message_clean_tokens	message_clean
0	Still in the area of the restaurant. Ill try to come back soon	62	['still', 'area', 'restaur', 'tri', 'back', 'soon']	still area restaur tri back soon
0	Aight that'll work, thanks	26	['aight', 'thatll', 'work', 'thank']	aight thatll work thank
1	WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3	147	['win', 'year', 'suppli', 'cds', 'store', 'ur', 'choic', 'worth', 'å£', 'enter', 'å£', 'week', 'draw', 'txt', 'music', 'tscs']	win year suppli cds store ur choic worth å£ enter å£ week draw txt music tscs
1	Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow	162	['mobi', 'pub', 'quizwin', 'å£', 'high', 'street', 'prize', 'know', 'new', 'duchess', 'cornwal', 'txt', 'first', 'stop', 'å£', 'sp', 'arrow']	mobi pub quizwin å£ high street prize know new duchess cornwal txt first stop å£ sp arrow
0	I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?	78	['sleep', 'bag', 'blanket', 'paper', 'phone', 'detail', 'anyth', 'els']	sleep bag blanket paper phone detail anyth els
1	You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 	151	['nokia', 'get', 'win', 'free', 'auction', 'part', 'send', 'nokia']	nokia get win free auction part send nokia
1	Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.	158	['congratul', 'thank', 'good', 'friend', 'å£', 'xmas', 'prize', 'claim', 'easi', 'call', 'minut', 'btnationalr']	congratul thank good friend å£ xmas prize claim easi call minut btnationalr
1	tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..	114	['game', 'thedailydraw', 'dear', 'helen', 'dozen', 'free', 'game', 'great', 'prizeswith']	game thedailydraw dear helen dozen free game great prizeswith
0	So what do you guys do.	23	['guy']	guy
0	Also that chat was awesome but don't make it regular unless you can see her in person	85	['chat', 'awesom', 'dont', 'make', 'regular', 'unless', 'see', 'person']	chat awesom dont make regular unless see person
0	That's significant but dont worry.	34	['that', 'signific', 'dont', 'worri']	that signific dont worri
0	That's cause your old. I live to be high.	41	['that', 'caus', 'old', 'live', 'high']	that caus old live high
0	Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........	134	['waqt', 'pehl', 'naseeb', 'zyada', 'kisi', 'kuch', 'nahi', 'miltazindgi', 'nahi', 'hum', 'socht', 'zindgi', 'jeetey']	waqt pehl naseeb zyada kisi kuch nahi miltazindgi nahi hum socht zindgi jeetey
0	On the way to office da..	25	['way', 'offic']	way offic
0	In which place do you want da.	30	['place']	place
0	This pain couldn't have come at a worse time.	45	['pain', 'couldnt', 'wors', 'time']	pain couldnt wors time
0	Ok...	5	['ok']	ok
0	Should I be stalking u?	23	['stalk']	stalk
0	Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.	93	['sorri', 'dude', 'dont', 'know', 'forgot', 'even', 'remind', 'sorri', 'hope', 'guy', 'fun']	sorri dude dont know forgot even remind sorri hope guy fun
0	Ok lor.	7	['ok']	ok
0	Apps class varaya elaya.	24	['app', 'class', 'varaya', 'elaya']	app class varaya elaya
0	The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...	129	['xmas', 'stori', 'peac', 'xmas', 'msg', 'love', 'xmas', 'miracl', 'jesus', 'hav', 'bless', 'month', 'ahead', 'amp', 'wish', 'merri', 'xmas']	xmas stori peac xmas msg love xmas miracl jesus hav bless month ahead amp wish merri xmas
1	URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm	167	['urgent', 'mobil', 'number', 'å£', 'bonus', 'caller', 'prize', 'attempt', 'reach', 'call', 'asap', 'box']	urgent mobil number å£ bonus caller prize attempt reach call asap box
0	That day you asked about anand number. Why:-)	45	['day', 'ask', 'anand', 'number']	day ask anand number
0	Am surfing online store. For offers do you want to buy any thing.	65	['surf', 'onlin', 'store', 'offer', 'buy', 'thing']	surf onlin store offer buy thing
0	Long beach lor. Expected... U having dinner now?	48	['long', 'beach', 'expect', 'dinner']	long beach expect dinner
0	At home by the way	18	['home', 'way']	home way
0	We are both fine. Thanks	24	['fine', 'thank']	fine thank
0	What happen to her tell the truth	33	['happen', 'tell', 'truth']	happen tell truth
0	Do you like Italian food?	25	['like', 'italian', 'food']	like italian food
0	Which is weird because I know I had it at one point	51	['weird', 'know', 'point']	weird know point
0	"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""	96	['aww', 'must', 'near', 'deadwel', 'jez', 'iscom', 'workand', 'whilltak', 'forev']	aww must near deadwel jez iscom workand whilltak forev
0	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;	69	['tell', 'friend', 'plan', 'valentin', 'day', 'lturlgt']	tell friend plan valentin day lturlgt
0	Alright, see you in a bit	25	['alright', 'see', 'bit']	alright see bit
0	Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.	108	['cheer', 'messag', 'zogtorius', 'iåõv', 'stare', 'phone', 'age', 'decid', 'whether', 'text']	cheer messag zogtorius iåõv stare phone age decid whether text
0	I will take care of financial problem.i will help:)	51	['financi', 'problemi', 'help']	financi problemi help
0	Tell dear what happen to you. Why you talking to me like an alian	65	['tell', 'dear', 'happen', 'talk', 'like', 'alian']	tell dear happen talk like alian
1	Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D	160	['doubl', 'min', 'txts', 'orang', 'price', 'linerent', 'motorola', 'sonyericsson', 'btooth', 'freenokia', 'free', 'call']	doubl min txts orang price linerent motorola sonyericsson btooth freenokia free call
0	1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)	141	['go', 'write', 'msg', 'put', 'dictionari', 'mode', 'screen', 'hand', 'ltgt', 'remov', 'ur', 'hand', 'interest']	go write msg put dictionari mode screen hand ltgt remov ur hand interest
0	Okie...	7	['oki']	oki
0	Hi this is yijue, can i meet u at 11 tmr?	41	['hi', 'yiju', 'meet', 'tmr']	hi yiju meet tmr
0	Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different	67	['posibl', 'dnt', 'live', 'ltgt', 'centuri', 'cm', 'frwd', 'thnk', 'differ']	posibl dnt live ltgt centuri cm frwd thnk differ
0	But i dint slept in afternoon.	30	['dint', 'slept', 'afternoon']	dint slept afternoon
0	That seems unnecessarily affectionate	37	['seem', 'unnecessarili', 'affection']	seem unnecessarili affection
0	Yar else i'll thk of all sorts of funny things.	47	['yar', 'els', 'thk', 'sort', 'funni', 'thing']	yar els thk sort funni thing
0	You will be in the place of that man	36	['place']	place
1	Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 	120	['download', 'mani', 'rington', 'like', 'restrict', 'choos', 'even', 'send', 'yr', 'buddi', 'txt', 'sir', 'å£']	download mani rington like restrict choos even send yr buddi txt sir å£
0	Thats cool. How was your day?	29	['that', 'cool', 'day']	that cool day
1	Please CALL 08712402902 immediately as there is an urgent message waiting for you.	82	['pleas', 'call', 'immedi', 'urgent', 'messag', 'wait']	pleas call immedi urgent messag wait
0	R we going with the  &lt;#&gt;  bus?	36	['r', 'go', 'ltgt', 'bus']	r go ltgt bus
0	Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*	281	['hello', 'love', 'went', 'day', 'alright', 'think', 'sweet', 'send', 'jolt', 'heart', 'remind', 'love', 'hear', 'scream', 'across', 'world', 'hear', 'ahmad', 'hallaq', 'love', 'own', 'possess', 'passion', 'kiss']	hello love went day alright think sweet send jolt heart remind love hear scream across world hear ahmad hallaq love own possess passion kiss
0	No..he joined today itself.	27	['nohe', 'join', 'today']	nohe join today
0	Okay same with me. Well thanks for the clarification	52	['okay', 'well', 'thank', 'clarif']	okay well thank clarif
0	I'll talk to the others and probably just come early tomorrow then	66	['talk', 'other', 'probabl', 'earli', 'tomorrow']	talk other probabl earli tomorrow
1	Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic	149	['spook', 'mob', 'halloween', 'collect', 'logo', 'messag', 'plus', 'free', 'eeri', 'tone', 'txt', 'card', 'spook', 'zed', 'logop']	spook mob halloween collect logo messag plus free eeri tone txt card spook zed logop
0	Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.	121	['money', 'issu', 'weigh', 'thank', 'breath', 'easier', 'make', 'sure', 'dont', 'regret', 'thank']	money issu weigh thank breath easier make sure dont regret thank
0	Hi. I'm sorry i missed your call. Can you pls call back.	56	['hi', 'sorri', 'miss', 'call', 'pls', 'call', 'back']	hi sorri miss call pls call back
0	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day	92	['hope', 'youv', 'settl', 'new', 'school', 'year', 'wishin', 'day']	hope youv settl new school year wishin day
1	Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088	162	['fantasi', 'footbal', 'back', 'tv', 'go', 'sky', 'gamestar', 'sky', 'activ', 'play', 'å£', 'dream', 'team', 'score', 'start', 'saturday', 'regist', 'nowski', 'opt']	fantasi footbal back tv go sky gamestar sky activ play å£ dream team score start saturday regist nowski opt
0	Ok then no need to tell me anything i am going to sleep good night	66	['ok', 'need', 'tell', 'anyth', 'go', 'sleep', 'good', 'night']	ok need tell anyth go sleep good night
0	Ok try to do week end course in coimbatore.	43	['ok', 'tri', 'week', 'cours', 'coimbator']	ok tri week cours coimbator
1	Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016	158	['tone', 'club', 'sub', 'expir', 'resub', 'repli', 'monoc', 'mono', 'polyc', 'poli', 'week', 'week', 'txt', 'stop', 'stop', 'msg', 'free', 'stream']	tone club sub expir resub repli monoc mono polyc poli week week txt stop stop msg free stream
0	V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)	127	['nice', 'sheffield', 'tom', 'air', 'opinion', 'categori', 'b', 'use', 'measur', 'ethnic', 'next', 'census', 'busi', 'transcrib']	nice sheffield tom air opinion categori b use measur ethnic next census busi transcrib
0	If you r @ home then come down within 5 min	43	['r', 'home', 'within']	r home within
0	"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""	450	['boy', 'love', 'gal', 'propsd', 'bt', 'didnt', 'mind', 'gv', 'lv', 'lttrs', 'bt', 'frnds', 'threw', 'thm', 'boy', 'decid', 'aproach', 'gal', 'dt', 'time', 'truck', 'speed', 'toward', 'gal', 'wn', 'hit', 'girld', 'boy', 'ran', 'like', 'hell', 'save', 'ask', 'hw', 'cn', 'run', 'fast', 'boy', 'repli', 'boost', 'secret', 'energi', 'instant', 'girl', 'shout', 'energi', 'thi', 'live', 'happili', 'drink', 'boost', 'evrydi', 'stori', 'hv', 'free', 'msgsd', 'gud']	boy love gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decid aproach gal dt time truck speed toward gal wn hit girld boy ran like hell save ask hw cn run fast boy repli boost secret energi instant girl shout energi thi live happili drink boost evrydi stori hv free msgsd gud
0	That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? 	102	['day', 'ì', 'say', 'ì', 'cut', 'ur', 'hair', 'paragon', 'call', 'hair', 'sens', 'ì', 'much', 'hair', 'cut']	day ì say ì cut ur hair paragon call hair sens ì much hair cut
0	Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho	88	['hmm', 'mani', 'unfortun', 'pic', 'obvious', 'arent', 'hot', 'cake', 'kinda', 'fun', 'tho']	hmm mani unfortun pic obvious arent hot cake kinda fun tho
0	Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?	103	['watch', 'tv', 'funni', 'bluff', 'izzit', 'thk', 'imposs', 'us']	watch tv funni bluff izzit thk imposs us
1	XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only	158	['xmas', 'prize', 'draw', 'tri', 'contact', 'today', 'draw', 'show', 'å£', 'prize', 'guarante', 'call', 'land', 'line', 'valid']	xmas prize draw tri contact today draw show å£ prize guarante call land line valid
0	Dunno lei he neva say...	24	['dunno', 'neva', 'say']	dunno neva say
0	Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx	95	['thanx', 'r', 'goodmat', 'think', 'ur', 'rite', 'sari', 'cheer', 'love', 'franyxxxxx']	thanx r goodmat think ur rite sari cheer love franyxxxxx
0	I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.	74	['way', 'home', 'went', 'chang', 'batt', 'watch', 'go', 'shop', 'bit']	way home went chang batt watch go shop bit
1	YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.	109	['yes', 'place', 'town', 'meet', 'excit', 'adult', 'singl', 'uk', 'txt', 'chat']	yes place town meet excit adult singl uk txt chat
0	Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com	158	['hi', 'mobil', 'ltgt', 'ad', 'contact', 'list', 'great', 'place', 'send', 'free', 'sms', 'peopl', 'visit', 'fullonsmscom']	hi mobil ltgt ad contact list great place send free sms peopl visit fullonsmscom
0	Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.	482	['good', 'even', 'sir', 'hope', 'nice', 'day', 'want', 'bring', 'notic', 'late', 'pay', 'rent', 'past', 'month', 'pay', 'ltgt', 'charg', 'felt', 'would', 'inconsider', 'nag', 'someth', 'give', 'great', 'cost', 'that', 'didnt', 'speak', 'howev', 'recess', 'wont', 'abl', 'pay', 'charg', 'month', 'henc', 'askin', 'well', 'ahead', 'month', 'pleas', 'help', 'thank', 'everyth']	good even sir hope nice day want bring notic late pay rent past month pay ltgt charg felt would inconsider nag someth give great cost that didnt speak howev recess wont abl pay charg month henc askin well ahead month pleas help thank everyth
0	If i let you do this, i want you in the house by 8am.	53	['let', 'hous']	let hous
0	"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""	121	['best', 'line', 'said', 'love', 'wait', 'day', 'forget', 'day', 'realiz', 'forget', 'gn']	best line said love wait day forget day realiz forget gn
0	I will reach before ten morning	31	['reach', 'ten', 'morn']	reach ten morn
0	Your pussy is perfect!	22	['pussi', 'perfect']	pussi perfect
0	Sorry, I'll call later	22	['sorri', 'call', 'later']	sorri call later
1	Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p	161	['someon', 'contact', 'date', 'servic', 'enter', 'phone', 'becausethey', 'fanci', 'find', 'call', 'landlin']	someon contact date servic enter phone becausethey fanci find call landlin
0	No message..no responce..what happend?	38	['messageno', 'responcewhat', 'happend']	messageno responcewhat happend
0	Also where's the piece	22	['where', 'piec']	where piec
0	"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""	91	['wiskey', 'brandi', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudiyarasu', 'dhina', 'vaazhthukk']	wiskey brandi rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukk
0	Boo. How's things? I'm back at home and a little bored already :-(	66	['boo', 'how', 'thing', 'back', 'home', 'littl', 'bore', 'alreadi']	boo how thing back home littl bore alreadi
0	First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries	191	['first', 'gain', 'ltgt', 'kg', 'sinc', 'took', 'second', 'done', 'blood', 'sugar', 'test', 'ok', 'blood', 'pressur', 'within', 'normal', 'limit', 'worri']	first gain ltgt kg sinc took second done blood sugar test ok blood pressur within normal limit worri
0	PICK UR FONE UP NOW U DUMB?	27	['pick', 'ur', 'fone', 'dumb']	pick ur fone dumb
0	Thanks da thangam, i feel very very happy dear. I also miss you da.	67	['thank', 'thangam', 'feel', 'happi', 'dear', 'miss']	thank thangam feel happi dear miss
0	Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. 	104	['okey', 'doke', 'home', 'dress', 'cos', 'lay', 'around', 'speak', 'later', 'bout', 'time', 'stuff']	okey doke home dress cos lay around speak later bout time stuff
0	I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...	96	['dont', 'run', 'away', 'frm', 'walk', 'slowli', 'amp', 'kill', 'dont', 'enough', 'stop']	dont run away frm walk slowli amp kill dont enough stop
0	Babe, I'm back ... Come back to me ...	38	['babe', 'back', 'back']	babe back back
0	Well you told others you'd marry them...	40	['well', 'told', 'other', 'youd', 'marri']	well told other youd marri
0	Neshanth..tel me who r u?	25	['neshanthtel', 'r']	neshanthtel r
0	YO YO YO BYATCH WHASSUP?	24	['byatch', 'whassup']	byatch whassup
0	Oh... Kay... On sat right?	26	['oh', 'kay', 'sat', 'right']	oh kay sat right
0	Hi! This is Roger from CL. How are you?	39	['hi', 'roger', 'cl']	hi roger cl
1	Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)	152	['babe', 'dont', 'babi', 'nasti', 'thing', 'filthyguy', 'fanci', 'rude', 'time', 'sexi', 'bitch', 'go', 'slo', 'hard', 'txt', 'xxx']	babe dont babi nasti thing filthyguy fanci rude time sexi bitch go slo hard txt xxx
0	Oh oh... Wasted... Den muz chiong on sat n sun liao...	54	['oh', 'oh', 'wast', 'muz', 'chiong', 'sat', 'sun', 'liao']	oh oh wast muz chiong sat sun liao
0	Jesus christ bitch I'm trying to give you drugs answer your fucking phone	73	['jesus', 'christ', 'bitch', 'tri', 'give', 'drug', 'answer', 'fuck', 'phone']	jesus christ bitch tri give drug answer fuck phone
0	Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.	80	['pleas', 'give', 'pick', 'tuesday', 'even', 'ok']	pleas give pick tuesday even ok
0	I'm meeting Darren...	21	['meet', 'darren']	meet darren
0	One of best dialogue in cute reltnship..!! \Wen i Die	53	['best', 'dialogu', 'cute', 'reltnship', 'wen']	best dialogu cute reltnship wen
0	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.	444	['solv', 'case', 'found', 'murder', 'ltdecimalgt', 'ltgt', 'afternoon', 'wife', 'call', 'polic', 'question', 'everyon', 'siri', 'sleep', 'murder', 'took', 'place', 'cook', 'pick', 'veget', 'went', 'post', 'offic', 'went', 'play', 'went', 'marriag', 'polic', 'arrest', 'murder', 'immedi', 'whos', 'repli', 'reason', 'r', 'brilliant']	solv case found murder ltdecimalgt ltgt afternoon wife call polic question everyon siri sleep murder took place cook pick veget went post offic went play went marriag polic arrest murder immedi whos repli reason r brilliant
0	Dear where you will be when i reach there	41	['dear', 'reach']	dear reach
0	Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)	99	['aww', 'that', 'first', 'time', 'said', 'miss', 'without', 'ask', 'miss', 'first', 'love']	aww that first time said miss without ask miss first love
0	Ok... Thanx... Gd nite 2 Ì_ too...	34	['ok', 'thanx', 'gd', 'nite', 'ì']	ok thanx gd nite ì
0	Come to me right now, Ahmad	27	['right', 'ahmad']	right ahmad
1	I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.	158	['dont', 'know', 'dont', 'know', 'send', 'chat', 'let', 'find', 'rcvd', 'ldn', 'year']	dont know dont know send chat let find rcvd ldn year
0	Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.	116	['lol', 'pleas', 'actual', 'send', 'right', 'wan', 'see', 'pose', 'comb', 'hair', 'dryer', 'someth']	lol pleas actual send right wan see pose comb hair dryer someth
0	O was not into fps then.	24	['fps']	fps
0	Huh means computational science... Y they like dat one push here n there...	75	['huh', 'mean', 'comput', 'scienc', 'like', 'push']	huh mean comput scienc like push
0	Could you not read me, my Love ? I answered you	47	['could', 'read', 'love', 'answer']	could read love answer
0	Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 	81	['oh', 'lk', 'tt', 'tt', 'end', 'dun', 'wan', 'yogasana', 'oso']	oh lk tt tt end dun wan yogasana oso
0	Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.	115	['madamregret', 'disturbancemight', 'receiv', 'refer', 'check', 'dlf', 'premaricakind', 'informedrgdsrakheshkerala']	madamregret disturbancemight receiv refer check dlf premaricakind informedrgdsrakheshkerala
1	SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE	152	['sms', 'servic', 'inclus', 'text', 'credit', 'pls', 'gotto', 'login', 'unsubscrib', 'stop', 'extra', 'charg', 'help']	sms servic inclus text credit pls gotto login unsubscrib stop extra charg help
0	Oic... Then better quickly go bathe n settle down...	52	['oic', 'better', 'quick', 'go', 'bath', 'settl']	oic better quick go bath settl
0	Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.	83	['err', 'cud', 'go', 'havent', 'got', 'way', 'contact']	err cud go havent got way contact
0	A bloo bloo bloo I'll miss the first bowl	41	['bloo', 'bloo', 'bloo', 'miss', 'first', 'bowl']	bloo bloo bloo miss first bowl
0	Lmao but its so fun...	22	['lmao', 'fun']	lmao fun
0	Oh k k:)but he is not a big hitter.anyway good	46	['oh', 'kbut', 'big', 'hitteranyway', 'good']	oh kbut big hitteranyway good
0	Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!	57	['hey', 'almost', 'forgot', 'happi', 'bday', 'babe', 'love']	hey almost forgot happi bday babe love
1	Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201	158	['valentin', 'day', 'special', 'win', 'å£', 'quiz', 'partner', 'trip', 'lifetim', 'send', 'go', 'rcvd']	valentin day special win å£ quiz partner trip lifetim send go rcvd
0	Do you think i can move  &lt;#&gt;  in a week	45	['think', 'move', 'ltgt', 'week']	think move ltgt week
0	She.s find. I sent you an offline message to know how anjola's now.	67	['shes', 'find', 'sent', 'offlin', 'messag', 'know', 'anjola']	shes find sent offlin messag know anjola
1	Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1	152	['guess', 'ithi', 'first', 'time', 'creat', 'web', 'page', 'wwwasjesuscom', 'read', 'wrote', 'wait', 'opinion', 'friend']	guess ithi first time creat web page wwwasjesuscom read wrote wait opinion friend
0	How was txting and driving	26	['txting', 'drive']	txting drive
0	That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.	100	['that', 'good', 'let', 'thank', 'god', 'pleas', 'complet', 'lot', 'water', 'beauti', 'day']	that good let thank god pleas complet lot water beauti day
0	Really dun bluff me leh... U sleep early too. Nite...	53	['realli', 'dun', 'bluff', 'leh', 'sleep', 'earli', 'nite']	realli dun bluff leh sleep earli nite
0	"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""	632	['indian', 'r', 'poor', 'india', 'poor', 'countri', 'say', 'swiss', 'bank', 'director', 'say', 'ltgt', 'lac', 'crore', 'indian', 'money', 'deposit', 'swiss', 'bank', 'use', 'taxless', 'budget', 'ltgt', 'yrs', 'give', 'ltgt', 'crore', 'job', 'indian', 'villag', 'delhi', 'lane', 'road', 'forev', 'free', 'power', 'supli', 'ltgt', 'social', 'project', 'everi', 'citizen', 'get', 'month', 'ltgt', 'ltgt', 'yrs', 'need', 'world', 'bank', 'amp', 'imf', 'loan', 'think', 'money', 'block', 'rich', 'politician', 'full', 'right', 'corrupt', 'politician', 'itna', 'forward', 'karo', 'pura', 'india', 'padhegm']	indian r poor india poor countri say swiss bank director say ltgt lac crore indian money deposit swiss bank use taxless budget ltgt yrs give ltgt crore job indian villag delhi lane road forev free power supli ltgt social project everi citizen get month ltgt ltgt yrs need world bank amp imf loan think money block rich politician full right corrupt politician itna forward karo pura india padhegm
0	Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.	235	['uncl', 'boy', 'need', 'movi', 'oh', 'guid', 'plus', 'know', 'torrent', 'particular', 'legal', 'system', 'slow', 'day', 'plus', 'start', 'cos', 'dont', 'meet', 'onlin', 'honey', 'moon']	uncl boy need movi oh guid plus know torrent particular legal system slow day plus start cos dont meet onlin honey moon
0	Oh ya ya. I remember da. .	26	['oh', 'rememb']	oh rememb
0	Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude	114	['btw', 'regard', 'realli', 'tri', 'see', 'anyon', 'els', 'guy', 'commit', 'random', 'dude']	btw regard realli tri see anyon els guy commit random dude
1	For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.	122	['ur', 'chanc', 'win', 'å£', 'cash', 'everi', 'wk', 'txt', 'play', 'tscs', 'custcar']	ur chanc win å£ cash everi wk txt play tscs custcar
0	I not busy juz dun wan 2 go so early.. Hee.. 	45	['busi', 'juz', 'dun', 'wan', 'go', 'earli', 'hee']	busi juz dun wan go earli hee
